DATE,DJIA
2016-07-18 00:00:00,18533.05
2016-07-19 00:00:00,18559.01
2016-07-20 00:00:00,18595.03
2016-07-21 00:00:00,18517.23
2016-07-22 00:00:00,18570.85
2016-07-25 00:00:00,18493.06
2016-07-26 00:00:00,18473.75
2016-07-27 00:00:00,18472.17
2016-07-28 00:00:00,18456.35
2016-07-29 00:00:00,18432.24
2016-08-01 00:00:00,18404.51
2016-08-02 00:00:00,18313.77
2016-08-03 00:00:00,18355
2016-08-04 00:00:00,18352.05
2016-08-05 00:00:00,18543.53
2016-08-08 00:00:00,18529.29
2016-08-09 00:00:00,18533.05
2016-08-10 00:00:00,18495.66
2016-08-11 00:00:00,18613.52
2016-08-12 00:00:00,18576.47
2016-08-15 00:00:00,18636.05
2016-08-16 00:00:00,18552.02
2016-08-17 00:00:00,18573.94
2016-08-18 00:00:00,18597.7
2016-08-19 00:00:00,18552.57
2016-08-22 00:00:00,18529.42
2016-08-23 00:00:00,18547.3
2016-08-24 00:00:00,18481.48
2016-08-25 00:00:00,18448.41
2016-08-26 00:00:00,18395.4
2016-08-29 00:00:00,18502.99
2016-08-30 00:00:00,18454.3
2016-08-31 00:00:00,18400.88
2016-09-01 00:00:00,18419.3
2016-09-02 00:00:00,18491.96
2016-09-05 00:00:00,.
2016-09-06 00:00:00,18538.12
2016-09-07 00:00:00,18526.14
2016-09-08 00:00:00,18479.91
2016-09-09 00:00:00,18085.45
2016-09-12 00:00:00,18325.07
2016-09-13 00:00:00,18066.75
2016-09-14 00:00:00,18034.77
2016-09-15 00:00:00,18212.48
2016-09-16 00:00:00,18123.8
2016-09-19 00:00:00,18120.17
2016-09-20 00:00:00,18129.96
2016-09-21 00:00:00,18293.7
2016-09-22 00:00:00,18392.46
2016-09-23 00:00:00,18261.45
2016-09-26 00:00:00,18094.83
2016-09-27 00:00:00,18228.3
2016-09-28 00:00:00,18339.24
2016-09-29 00:00:00,18143.45
2016-09-30 00:00:00,18308.15
2016-10-03 00:00:00,18253.85
2016-10-04 00:00:00,18168.45
2016-10-05 00:00:00,18281.03
2016-10-06 00:00:00,18268.5
2016-10-07 00:00:00,18240.49
2016-10-10 00:00:00,18329.04
2016-10-11 00:00:00,18128.66
2016-10-12 00:00:00,18144.2
2016-10-13 00:00:00,18098.94
2016-10-14 00:00:00,18138.38
2016-10-17 00:00:00,18086.4
2016-10-18 00:00:00,18161.94
2016-10-19 00:00:00,18202.62
2016-10-20 00:00:00,18162.35
2016-10-21 00:00:00,18145.71
2016-10-24 00:00:00,18223.03
2016-10-25 00:00:00,18169.27
2016-10-26 00:00:00,18199.33
2016-10-27 00:00:00,18169.68
2016-10-28 00:00:00,18161.19
2016-10-31 00:00:00,18142.42
2016-11-01 00:00:00,18037.1
2016-11-02 00:00:00,17959.64
2016-11-03 00:00:00,17930.67
2016-11-04 00:00:00,17888.28
2016-11-07 00:00:00,18259.6
2016-11-08 00:00:00,18332.74
2016-11-09 00:00:00,18589.69
2016-11-10 00:00:00,18807.88
2016-11-11 00:00:00,18847.66
2016-11-14 00:00:00,18868.69
2016-11-15 00:00:00,18923.06
2016-11-16 00:00:00,18868.14
2016-11-17 00:00:00,18903.82
2016-11-18 00:00:00,18867.93
2016-11-21 00:00:00,18956.69
2016-11-22 00:00:00,19023.87
2016-11-23 00:00:00,19083.18
2016-11-24 00:00:00,.
2016-11-25 00:00:00,19152.14
2016-11-28 00:00:00,19097.9
2016-11-29 00:00:00,19121.6
2016-11-30 00:00:00,19123.58
2016-12-01 00:00:00,19191.93
2016-12-02 00:00:00,19170.42
2016-12-05 00:00:00,19216.24
2016-12-06 00:00:00,19251.78
2016-12-07 00:00:00,19549.62
2016-12-08 00:00:00,19614.81
2016-12-09 00:00:00,19756.85
2016-12-12 00:00:00,19796.43
2016-12-13 00:00:00,19911.21
2016-12-14 00:00:00,19792.53
2016-12-15 00:00:00,19852.24
2016-12-16 00:00:00,19843.41
2016-12-19 00:00:00,19883.06
2016-12-20 00:00:00,19974.62
2016-12-21 00:00:00,19941.96
2016-12-22 00:00:00,19918.88
2016-12-23 00:00:00,19933.81
2016-12-26 00:00:00,.
2016-12-27 00:00:00,19945.04
2016-12-28 00:00:00,19833.68
2016-12-29 00:00:00,19819.78
2016-12-30 00:00:00,19762.6
2017-01-02 00:00:00,.
2017-01-03 00:00:00,19881.76
2017-01-04 00:00:00,19942.16
2017-01-05 00:00:00,19899.29
2017-01-06 00:00:00,19963.8
2017-01-09 00:00:00,19887.38
2017-01-10 00:00:00,19855.53
2017-01-11 00:00:00,19954.28
2017-01-12 00:00:00,19891
2017-01-13 00:00:00,19885.73
2017-01-16 00:00:00,.
2017-01-17 00:00:00,19826.77
2017-01-18 00:00:00,19804.72
2017-01-19 00:00:00,19732.4
2017-01-20 00:00:00,19827.25
2017-01-23 00:00:00,19799.85
2017-01-24 00:00:00,19912.71
2017-01-25 00:00:00,20068.51
2017-01-26 00:00:00,20100.91
2017-01-27 00:00:00,20093.78
2017-01-30 00:00:00,19971.13
2017-01-31 00:00:00,19864.09
2017-02-01 00:00:00,19890.94
2017-02-02 00:00:00,19884.91
2017-02-03 00:00:00,20071.46
2017-02-06 00:00:00,20052.42
2017-02-07 00:00:00,20090.29
2017-02-08 00:00:00,20054.34
2017-02-09 00:00:00,20172.4
2017-02-10 00:00:00,20269.37
2017-02-13 00:00:00,20412.16
2017-02-14 00:00:00,20504.41
2017-02-15 00:00:00,20611.86
2017-02-16 00:00:00,20619.77
2017-02-17 00:00:00,20624.05
2017-02-20 00:00:00,.
2017-02-21 00:00:00,20743
2017-02-22 00:00:00,20775.6
2017-02-23 00:00:00,20810.32
2017-02-24 00:00:00,20821.76
2017-02-27 00:00:00,20837.44
2017-02-28 00:00:00,20812.24
2017-03-01 00:00:00,21115.55
2017-03-02 00:00:00,21002.97
2017-03-03 00:00:00,21005.71
2017-03-06 00:00:00,20954.34
2017-03-07 00:00:00,20924.76
2017-03-08 00:00:00,20855.73
2017-03-09 00:00:00,20858.19
2017-03-10 00:00:00,20902.98
2017-03-13 00:00:00,20881.48
2017-03-14 00:00:00,20837.37
2017-03-15 00:00:00,20950.1
2017-03-16 00:00:00,20934.55
2017-03-17 00:00:00,20914.62
2017-03-20 00:00:00,20905.86
2017-03-21 00:00:00,20668.01
2017-03-22 00:00:00,20661.3
2017-03-23 00:00:00,20656.58
2017-03-24 00:00:00,20596.72
2017-03-27 00:00:00,20550.98
2017-03-28 00:00:00,20701.5
2017-03-29 00:00:00,20659.32
2017-03-30 00:00:00,20728.49
2017-03-31 00:00:00,20663.22
2017-04-03 00:00:00,20650.21
2017-04-04 00:00:00,20689.24
2017-04-05 00:00:00,20648.15
2017-04-06 00:00:00,20662.95
2017-04-07 00:00:00,20656.1
2017-04-10 00:00:00,20658.02
2017-04-11 00:00:00,20651.3
2017-04-12 00:00:00,20591.86
2017-04-13 00:00:00,20453.25
2017-04-14 00:00:00,.
2017-04-17 00:00:00,20636.92
2017-04-18 00:00:00,20523.28
2017-04-19 00:00:00,20404.49
2017-04-20 00:00:00,20578.71
2017-04-21 00:00:00,20547.76
2017-04-24 00:00:00,20763.89
2017-04-25 00:00:00,20996.12
2017-04-26 00:00:00,20975.09
2017-04-27 00:00:00,20981.33
2017-04-28 00:00:00,20940.51
2017-05-01 00:00:00,20913.46
2017-05-02 00:00:00,20949.89
2017-05-03 00:00:00,20957.9
2017-05-04 00:00:00,20951.47
2017-05-05 00:00:00,21006.94
2017-05-08 00:00:00,21012.28
2017-05-09 00:00:00,20975.78
2017-05-10 00:00:00,20943.11
2017-05-11 00:00:00,20919.42
2017-05-12 00:00:00,20896.61
2017-05-15 00:00:00,20981.94
2017-05-16 00:00:00,20979.75
2017-05-17 00:00:00,20606.93
2017-05-18 00:00:00,20663.02
2017-05-19 00:00:00,20804.84
2017-05-22 00:00:00,20894.83
2017-05-23 00:00:00,20937.91
2017-05-24 00:00:00,21012.42
2017-05-25 00:00:00,21082.95
2017-05-26 00:00:00,21080.28
2017-05-29 00:00:00,.
2017-05-30 00:00:00,21029.47
2017-05-31 00:00:00,21008.65
2017-06-01 00:00:00,21144.18
2017-06-02 00:00:00,21206.29
2017-06-05 00:00:00,21184.04
2017-06-06 00:00:00,21136.23
2017-06-07 00:00:00,21173.69
2017-06-08 00:00:00,21182.53
2017-06-09 00:00:00,21271.97
2017-06-12 00:00:00,21235.67
2017-06-13 00:00:00,21328.47
2017-06-14 00:00:00,21374.56
2017-06-15 00:00:00,21359.9
2017-06-16 00:00:00,21384.28
2017-06-19 00:00:00,21528.99
2017-06-20 00:00:00,21467.14
2017-06-21 00:00:00,21410.03
2017-06-22 00:00:00,21397.29
2017-06-23 00:00:00,21394.76
2017-06-26 00:00:00,21409.55
2017-06-27 00:00:00,21310.66
2017-06-28 00:00:00,21454.61
2017-06-29 00:00:00,21287.03
2017-06-30 00:00:00,21349.63
2017-07-03 00:00:00,21479.27
2017-07-04 00:00:00,.
2017-07-05 00:00:00,21478.17
2017-07-06 00:00:00,21320.04
2017-07-07 00:00:00,21414.34
2017-07-10 00:00:00,21408.52
2017-07-11 00:00:00,21409.07
2017-07-12 00:00:00,21532.14
2017-07-13 00:00:00,21553.09
2017-07-14 00:00:00,21637.74
2017-07-17 00:00:00,21629.72
2017-07-18 00:00:00,21574.73
2017-07-19 00:00:00,21640.75
2017-07-20 00:00:00,21611.78
2017-07-21 00:00:00,21580.07
2017-07-24 00:00:00,21513.17
2017-07-25 00:00:00,21613.43
2017-07-26 00:00:00,21711.01
2017-07-27 00:00:00,21796.55
2017-07-28 00:00:00,21830.31
2017-07-31 00:00:00,21891.12
2017-08-01 00:00:00,21963.92
2017-08-02 00:00:00,22016.24
2017-08-03 00:00:00,22026.1
2017-08-04 00:00:00,22092.81
2017-08-07 00:00:00,22118.42
2017-08-08 00:00:00,22085.34
2017-08-09 00:00:00,22048.7
2017-08-10 00:00:00,21844.01
2017-08-11 00:00:00,21858.32
2017-08-14 00:00:00,21993.71
2017-08-15 00:00:00,21998.99
2017-08-16 00:00:00,22024.87
2017-08-17 00:00:00,21750.73
2017-08-18 00:00:00,21674.51
2017-08-21 00:00:00,21703.75
2017-08-22 00:00:00,21899.89
2017-08-23 00:00:00,21812.09
2017-08-24 00:00:00,21783.4
2017-08-25 00:00:00,21813.67
2017-08-28 00:00:00,21808.4
2017-08-29 00:00:00,21865.37
2017-08-30 00:00:00,21892.43
2017-08-31 00:00:00,21948.1
2017-09-01 00:00:00,21987.56
2017-09-04 00:00:00,.
2017-09-05 00:00:00,21753.31
2017-09-06 00:00:00,21807.64
2017-09-07 00:00:00,21784.78
2017-09-08 00:00:00,21797.79
2017-09-11 00:00:00,22057.37
2017-09-12 00:00:00,22118.86
2017-09-13 00:00:00,22158.18
