DATE,NASDAQ100
2015-12-09 00:00:00,4622.14
2015-12-10 00:00:00,4643.05
2015-12-11 00:00:00,4537.56
2015-12-14 00:00:00,4570.16
2015-12-15 00:00:00,4597.33
2015-12-16 00:00:00,4664.56
2015-12-17 00:00:00,4598.14
2015-12-18 00:00:00,4514.83
2015-12-21 00:00:00,4560.55
2015-12-22 00:00:00,4589.26
2015-12-23 00:00:00,4624.59
2015-12-24 00:00:00,4622.77
2015-12-25 00:00:00,.
2015-12-28 00:00:00,4621.35
2015-12-29 00:00:00,4691.08
2015-12-30 00:00:00,4652.01
2015-12-31 00:00:00,4593.27
2016-01-01 00:00:00,.
2016-01-04 00:00:00,4497.86
2016-01-05 00:00:00,4484.18
2016-01-06 00:00:00,4443.99
2016-01-07 00:00:00,4305.72
2016-01-08 00:00:00,4270.78
2016-01-11 00:00:00,4283.55
2016-01-12 00:00:00,4333.72
2016-01-13 00:00:00,4183.12
2016-01-14 00:00:00,4272.97
2016-01-15 00:00:00,4141.08
2016-01-18 00:00:00,.
2016-01-19 00:00:00,4147.07
2016-01-20 00:00:00,4136.28
2016-01-21 00:00:00,4142.6
2016-01-22 00:00:00,4259.77
2016-01-25 00:00:00,4196.53
2016-01-26 00:00:00,4233.85
2016-01-27 00:00:00,4128.86
2016-01-28 00:00:00,4186.06
2016-01-29 00:00:00,4279.17
2016-02-01 00:00:00,4286.56
2016-02-02 00:00:00,4193.1
2016-02-03 00:00:00,4171.97
2016-02-04 00:00:00,4167.77
2016-02-05 00:00:00,4024.47
2016-02-08 00:00:00,3960.67
2016-02-09 00:00:00,3947.8
2016-02-10 00:00:00,3966.28
2016-02-11 00:00:00,3962.22
2016-02-12 00:00:00,4019.19
2016-02-15 00:00:00,.
2016-02-16 00:00:00,4104.33
2016-02-17 00:00:00,4199.1
2016-02-18 00:00:00,4151.49
2016-02-19 00:00:00,4164.09
2016-02-22 00:00:00,4231.27
2016-02-23 00:00:00,4162.54
2016-02-24 00:00:00,4200.66
2016-02-25 00:00:00,4241.06
2016-02-26 00:00:00,4235.62
2016-02-29 00:00:00,4201.12
2016-03-01 00:00:00,4333.61
2016-03-02 00:00:00,4334.39
2016-03-03 00:00:00,4325.86
2016-03-04 00:00:00,4329
2016-03-07 00:00:00,4303.33
2016-03-08 00:00:00,4265.51
2016-03-09 00:00:00,4293.23
2016-03-10 00:00:00,4286.97
2016-03-11 00:00:00,4361.83
2016-03-14 00:00:00,4367.33
2016-03-15 00:00:00,4367.08
2016-03-16 00:00:00,4404.2
2016-03-17 00:00:00,4400.26
2016-03-18 00:00:00,4410.83
2016-03-21 00:00:00,4426.98
2016-03-22 00:00:00,4437.62
2016-03-23 00:00:00,4402.56
2016-03-24 00:00:00,4405.53
2016-03-25 00:00:00,.
2016-03-28 00:00:00,4398.07
2016-03-29 00:00:00,4467.72
2016-03-30 00:00:00,4490.88
2016-03-31 00:00:00,4483.66
2016-04-01 00:00:00,4532.08
2016-04-04 00:00:00,4511.7
2016-04-05 00:00:00,4470.75
2016-04-06 00:00:00,4543.78
2016-04-07 00:00:00,4475.29
2016-04-08 00:00:00,4474.93
2016-04-11 00:00:00,4458.71
2016-04-12 00:00:00,4496.04
2016-04-13 00:00:00,4554.72
2016-04-14 00:00:00,4554.62
2016-04-15 00:00:00,4543.16
2016-04-18 00:00:00,4569.31
2016-04-19 00:00:00,4537.09
2016-04-20 00:00:00,4540.44
2016-04-21 00:00:00,4540.8
2016-04-22 00:00:00,4474.19
2016-04-25 00:00:00,4474.13
2016-04-26 00:00:00,4452.97
2016-04-27 00:00:00,4416.63
2016-04-28 00:00:00,4363.99
2016-04-29 00:00:00,4341.3
2016-05-02 00:00:00,4381.3
2016-05-03 00:00:00,4341.39
2016-05-04 00:00:00,4312.01
2016-05-05 00:00:00,4309.48
2016-05-06 00:00:00,4330.17
2016-05-09 00:00:00,4341.23
2016-05-10 00:00:00,4402.04
2016-05-11 00:00:00,4361.03
2016-05-12 00:00:00,4342.81
2016-05-13 00:00:00,4326.53
2016-05-16 00:00:00,4380.48
2016-05-17 00:00:00,4322.56
2016-05-18 00:00:00,4338.23
2016-05-19 00:00:00,4315.58
2016-05-20 00:00:00,4362.9
2016-05-23 00:00:00,4355.1
2016-05-24 00:00:00,4444.3
2016-05-25 00:00:00,4476.43
2016-05-26 00:00:00,4487.96
2016-05-27 00:00:00,4512.54
2016-05-30 00:00:00,.
2016-05-31 00:00:00,4523.89
2016-06-01 00:00:00,4520.07
2016-06-02 00:00:00,4531.35
2016-06-03 00:00:00,4509.79
2016-06-06 00:00:00,4523.63
2016-06-07 00:00:00,4513.09
2016-06-08 00:00:00,4520.63
2016-06-09 00:00:00,4512.69
2016-06-10 00:00:00,4461.05
2016-06-13 00:00:00,4422.76
2016-06-14 00:00:00,4424.91
2016-06-15 00:00:00,4409.51
2016-06-16 00:00:00,4424.23
2016-06-17 00:00:00,4374.38
2016-06-20 00:00:00,4400.16
2016-06-21 00:00:00,4413.4
2016-06-22 00:00:00,4404.73
2016-06-23 00:00:00,4467.48
2016-06-24 00:00:00,4285.7
2016-06-27 00:00:00,4201.05
2016-06-28 00:00:00,4290.47
2016-06-29 00:00:00,4364.74
2016-06-30 00:00:00,4417.7
2016-07-01 00:00:00,4437.44
2016-07-04 00:00:00,.
2016-07-05 00:00:00,4410.75
2016-07-06 00:00:00,4444.7
2016-07-07 00:00:00,4459.58
2016-07-08 00:00:00,4528.36
2016-07-11 00:00:00,4554.71
2016-07-12 00:00:00,4577.61
2016-07-13 00:00:00,4565.77
2016-07-14 00:00:00,4596.49
2016-07-15 00:00:00,4589.83
2016-07-18 00:00:00,4619.68
2016-07-19 00:00:00,4603.28
2016-07-20 00:00:00,4657.2
2016-07-21 00:00:00,4647.02
2016-07-22 00:00:00,4666.07
2016-07-25 00:00:00,4665.93
2016-07-26 00:00:00,4672.11
2016-07-27 00:00:00,4702.88
2016-07-28 00:00:00,4721.41
2016-07-29 00:00:00,4730.23
2016-08-01 00:00:00,4756.04
2016-08-02 00:00:00,4719.21
2016-08-03 00:00:00,4734.33
2016-08-04 00:00:00,4743.81
2016-08-05 00:00:00,4791.21
2016-08-08 00:00:00,4784.74
2016-08-09 00:00:00,4795.75
2016-08-10 00:00:00,4783.39
2016-08-11 00:00:00,4803.31
2016-08-12 00:00:00,4807.08
2016-08-15 00:00:00,4827.12
2016-08-16 00:00:00,4797.19
2016-08-17 00:00:00,4805.45
2016-08-18 00:00:00,4808.68
2016-08-19 00:00:00,4806.14
2016-08-22 00:00:00,4808.56
2016-08-23 00:00:00,4818.48
2016-08-24 00:00:00,4783.49
2016-08-25 00:00:00,4775.43
2016-08-26 00:00:00,4783.69
2016-08-29 00:00:00,4791.09
2016-08-30 00:00:00,4776
2016-08-31 00:00:00,4771.05
2016-09-01 00:00:00,4783.94
2016-09-02 00:00:00,4798.74
2016-09-05 00:00:00,.
2016-09-06 00:00:00,4829.51
2016-09-07 00:00:00,4831.86
2016-09-08 00:00:00,4804
2016-09-09 00:00:00,4681.54
2016-09-12 00:00:00,4764.65
2016-09-13 00:00:00,4722.84
2016-09-14 00:00:00,4746.06
2016-09-15 00:00:00,4819.9
2016-09-16 00:00:00,4818.05
2016-09-19 00:00:00,4796.07
2016-09-20 00:00:00,4805.22
2016-09-21 00:00:00,4853.75
2016-09-22 00:00:00,4891.36
2016-09-23 00:00:00,4858.91
2016-09-26 00:00:00,4817.17
2016-09-27 00:00:00,4866.71
2016-09-28 00:00:00,4875.27
2016-09-29 00:00:00,4838.3
2016-09-30 00:00:00,4875.7
2016-10-03 00:00:00,4866.62
2016-10-04 00:00:00,4859.47
2016-10-05 00:00:00,4877.75
2016-10-06 00:00:00,4873.92
2016-10-07 00:00:00,4864.52
2016-10-10 00:00:00,4893.77
2016-10-11 00:00:00,4821.91
2016-10-12 00:00:00,4819.63
2016-10-13 00:00:00,4803.1
2016-10-14 00:00:00,4808.48
2016-10-17 00:00:00,4796.17
2016-10-18 00:00:00,4839.72
2016-10-19 00:00:00,4836.61
2016-10-20 00:00:00,4832.71
2016-10-21 00:00:00,4851.86
2016-10-24 00:00:00,4909.97
2016-10-25 00:00:00,4891.45
2016-10-26 00:00:00,4860.59
2016-10-27 00:00:00,4836.45
2016-10-28 00:00:00,4805.59
2016-10-31 00:00:00,4801.27
2016-11-01 00:00:00,4766.94
2016-11-02 00:00:00,4726.91
2016-11-03 00:00:00,4679.1
2016-11-04 00:00:00,4660.46
2016-11-07 00:00:00,4773.73
2016-11-08 00:00:00,4804.92
2016-11-09 00:00:00,4825.18
2016-11-10 00:00:00,4747.03
2016-11-11 00:00:00,4751.95
2016-11-14 00:00:00,4702.04
2016-11-15 00:00:00,4764.47
2016-11-16 00:00:00,4792.27
2016-11-17 00:00:00,4826.59
2016-11-18 00:00:00,4808.04
2016-11-21 00:00:00,4859
2016-11-22 00:00:00,4873.84
2016-11-23 00:00:00,4853.86
2016-11-24 00:00:00,.
2016-11-25 00:00:00,4870.02
2016-11-28 00:00:00,4857.02
2016-11-29 00:00:00,4873.21
2016-11-30 00:00:00,4810.81
2016-12-01 00:00:00,4734.1
2016-12-02 00:00:00,4739.37
2016-12-05 00:00:00,4778.14
2016-12-06 00:00:00,4788.67
2016-12-07 00:00:00,4851.94
2016-12-08 00:00:00,4859.19
2016-12-09 00:00:00,4895.9
2016-12-12 00:00:00,4874.3
2016-12-13 00:00:00,4935.84
2016-12-14 00:00:00,4921.22
2016-12-15 00:00:00,4933.41
2016-12-16 00:00:00,4914.86
2016-12-19 00:00:00,4934.85
2016-12-20 00:00:00,4953.8
2016-12-21 00:00:00,4948.9
2016-12-22 00:00:00,4934.39
2016-12-23 00:00:00,4940.02
2016-12-26 00:00:00,.
2016-12-27 00:00:00,4965.81
2016-12-28 00:00:00,4926.29
2016-12-29 00:00:00,4918.28
2016-12-30 00:00:00,4863.62
2017-01-02 00:00:00,.
2017-01-03 00:00:00,4911.33
2017-01-04 00:00:00,4937.21
2017-01-05 00:00:00,4964.95
2017-01-06 00:00:00,5007.08
2017-01-09 00:00:00,5024.9
2017-01-10 00:00:00,5035.17
2017-01-11 00:00:00,5050.21
2017-01-12 00:00:00,5041.43
2017-01-13 00:00:00,5059.51
2017-01-16 00:00:00,.
2017-01-17 00:00:00,5044.65
2017-01-18 00:00:00,5055.85
2017-01-19 00:00:00,5051.17
2017-01-20 00:00:00,5063.2
2017-01-23 00:00:00,5065.7
2017-01-24 00:00:00,5101.06
2017-01-25 00:00:00,5151.47
2017-01-26 00:00:00,5156.92
2017-01-27 00:00:00,5168.06
2017-01-30 00:00:00,5129.33
2017-01-31 00:00:00,5116.77
2017-02-01 00:00:00,5152.69
2017-02-02 00:00:00,5147.7
2017-02-03 00:00:00,5161.6
2017-02-06 00:00:00,5167.96
2017-02-07 00:00:00,5185.88
2017-02-08 00:00:00,5196.58
2017-02-09 00:00:00,5212.16
2017-02-10 00:00:00,5226.69
2017-02-13 00:00:00,5256.82
2017-02-14 00:00:00,5271.07
2017-02-15 00:00:00,5302.39
2017-02-16 00:00:00,5300.64
2017-02-17 00:00:00,5324.72
2017-02-20 00:00:00,.
2017-02-21 00:00:00,5350.73
2017-02-22 00:00:00,5352.13
2017-02-23 00:00:00,5332.37
2017-02-24 00:00:00,5343.31
2017-02-27 00:00:00,5347.55
2017-02-28 00:00:00,5330.31
2017-03-01 00:00:00,5390.99
2017-03-02 00:00:00,5363.26
2017-03-03 00:00:00,5373.48
2017-03-06 00:00:00,5360.31
2017-03-07 00:00:00,5351.28
2017-03-08 00:00:00,5359.8
2017-03-09 00:00:00,5363.98
2017-03-10 00:00:00,5385.9
2017-03-13 00:00:00,5394.57
2017-03-14 00:00:00,5382.17
2017-03-15 00:00:00,5416.25
2017-03-16 00:00:00,5412.08
2017-03-17 00:00:00,5408.76
2017-03-20 00:00:00,5413.31
2017-03-21 00:00:00,5332.53
2017-03-22 00:00:00,5367.56
2017-03-23 00:00:00,5355.14
2017-03-24 00:00:00,5364
2017-03-27 00:00:00,5374.27
2017-03-28 00:00:00,5407.21
2017-03-29 00:00:00,5430.27
2017-03-30 00:00:00,5439.74
2017-03-31 00:00:00,5436.23
2017-04-03 00:00:00,5432.2
2017-04-04 00:00:00,5440.41
2017-04-05 00:00:00,5418.52
2017-04-06 00:00:00,5420.88
2017-04-07 00:00:00,5418.37
2017-04-10 00:00:00,5421.68
2017-04-11 00:00:00,5398.4
2017-04-12 00:00:00,5377.03
2017-04-13 00:00:00,5353.59
2017-04-14 00:00:00,.
2017-04-17 00:00:00,5399.2
2017-04-18 00:00:00,5391.66
2017-04-19 00:00:00,5399.64
2017-04-20 00:00:00,5443.53
2017-04-21 00:00:00,5442.05
2017-04-24 00:00:00,5508.03
2017-04-25 00:00:00,5548.19
2017-04-26 00:00:00,5541.09
2017-04-27 00:00:00,5571.28
2017-04-28 00:00:00,5583.53
2017-05-01 00:00:00,5629.63
2017-05-02 00:00:00,5644.07
2017-05-03 00:00:00,5625.16
2017-05-04 00:00:00,5626.32
2017-05-05 00:00:00,5646.09
2017-05-08 00:00:00,5659.07
2017-05-09 00:00:00,5678.31
2017-05-10 00:00:00,5681.68
2017-05-11 00:00:00,5674.22
2017-05-12 00:00:00,5686.81
2017-05-15 00:00:00,5704.48
2017-05-16 00:00:00,5724.44
2017-05-17 00:00:00,5580.55
2017-05-18 00:00:00,5626.31
2017-05-19 00:00:00,5651.56
2017-05-22 00:00:00,5699.4
2017-05-23 00:00:00,5703.35
2017-05-24 00:00:00,5730.3
2017-05-25 00:00:00,5778.37
2017-05-26 00:00:00,5788.36
2017-05-29 00:00:00,.
2017-05-30 00:00:00,5794.63
2017-05-31 00:00:00,5788.8
2017-06-01 00:00:00,5816.51
2017-06-02 00:00:00,5881.46
2017-06-05 00:00:00,5878.12
2017-06-06 00:00:00,5856.77
2017-06-07 00:00:00,5877.59
2017-06-08 00:00:00,5885.3
2017-06-09 00:00:00,5741.94
2017-06-12 00:00:00,5708.18
2017-06-13 00:00:00,5751.82
2017-06-14 00:00:00,5727.07
2017-06-15 00:00:00,5700.89
2017-06-16 00:00:00,5681.48
2017-06-19 00:00:00,5772.22
2017-06-20 00:00:00,5726.31
2017-06-21 00:00:00,5782.39
2017-06-22 00:00:00,5779.87
2017-06-23 00:00:00,5803.11
2017-06-26 00:00:00,5777.59
2017-06-27 00:00:00,5671.6
2017-06-28 00:00:00,5753.03
2017-06-29 00:00:00,5653.02
2017-06-30 00:00:00,5646.92
2017-07-03 00:00:00,5596.96
2017-07-04 00:00:00,.
2017-07-05 00:00:00,5648.82
2017-07-06 00:00:00,5597.9
2017-07-07 00:00:00,5656.47
2017-07-10 00:00:00,5694.15
2017-07-11 00:00:00,5709.8
2017-07-12 00:00:00,5778.95
2017-07-13 00:00:00,5793.36
2017-07-14 00:00:00,5838.08
2017-07-17 00:00:00,5839.74
2017-07-18 00:00:00,5880.1
2017-07-19 00:00:00,5916.16
2017-07-20 00:00:00,5921.22
2017-07-21 00:00:00,5921.52
2017-07-24 00:00:00,5941.37
2017-07-25 00:00:00,5930.65
2017-07-26 00:00:00,5950.73
2017-07-27 00:00:00,5917.03
2017-07-28 00:00:00,5908.92
2017-07-31 00:00:00,5880.33
2017-08-01 00:00:00,5895.17
2017-08-02 00:00:00,5914.23
2017-08-03 00:00:00,5891.2
2017-08-04 00:00:00,5899.91
2017-08-07 00:00:00,5934.73
2017-08-08 00:00:00,5926.35
2017-08-09 00:00:00,5919.39
2017-08-10 00:00:00,5788.19
2017-08-11 00:00:00,5831.53
2017-08-14 00:00:00,5908.17
2017-08-15 00:00:00,5907.73
2017-08-16 00:00:00,5917.42
2017-08-17 00:00:00,5796.32
2017-08-18 00:00:00,5790.91
2017-08-21 00:00:00,5786.54
2017-08-22 00:00:00,5873.33
2017-08-23 00:00:00,5851.78
2017-08-24 00:00:00,5834.44
2017-08-25 00:00:00,5822.53
2017-08-28 00:00:00,5838.08
2017-08-29 00:00:00,5862.14
2017-08-30 00:00:00,5932.9
2017-08-31 00:00:00,5988.6
2017-09-01 00:00:00,5987.9
2017-09-04 00:00:00,.
2017-09-05 00:00:00,5932.73
2017-09-06 00:00:00,5951.13
2017-09-07 00:00:00,5964.31
2017-09-08 00:00:00,5913.37
2017-09-11 00:00:00,5980.53
2017-09-12 00:00:00,5995.64
2017-09-13 00:00:00,6004.38
