DATE,SP500
2015-04-07 00:00:00,2076.33
2015-04-08 00:00:00,2081.9
2015-04-09 00:00:00,2091.18
2015-04-10 00:00:00,2102.06
2015-04-13 00:00:00,2092.43
2015-04-14 00:00:00,2095.84
2015-04-15 00:00:00,2106.63
2015-04-16 00:00:00,2104.99
2015-04-17 00:00:00,2081.18
2015-04-20 00:00:00,2100.4
2015-04-21 00:00:00,2097.29
2015-04-22 00:00:00,2107.96
2015-04-23 00:00:00,2112.93
2015-04-24 00:00:00,2117.69
2015-04-27 00:00:00,2108.92
2015-04-28 00:00:00,2114.76
2015-04-29 00:00:00,2106.85
2015-04-30 00:00:00,2085.51
2015-05-01 00:00:00,2108.29
2015-05-04 00:00:00,2114.49
2015-05-05 00:00:00,2089.46
2015-05-06 00:00:00,2080.15
2015-05-07 00:00:00,2088
2015-05-08 00:00:00,2116.1
2015-05-11 00:00:00,2105.33
2015-05-12 00:00:00,2099.12
2015-05-13 00:00:00,2098.48
2015-05-14 00:00:00,2121.1
2015-05-15 00:00:00,2122.73
2015-05-18 00:00:00,2129.2
2015-05-19 00:00:00,2127.83
2015-05-20 00:00:00,2125.85
2015-05-21 00:00:00,2130.82
2015-05-22 00:00:00,2126.06
2015-05-25 00:00:00,.
2015-05-26 00:00:00,2104.2
2015-05-27 00:00:00,2123.48
2015-05-28 00:00:00,2120.79
2015-05-29 00:00:00,2107.39
2015-06-01 00:00:00,2111.73
2015-06-02 00:00:00,2109.6
2015-06-03 00:00:00,2114.07
2015-06-04 00:00:00,2095.84
2015-06-05 00:00:00,2092.83
2015-06-08 00:00:00,2079.28
2015-06-09 00:00:00,2080.15
2015-06-10 00:00:00,2105.2
2015-06-11 00:00:00,2108.86
2015-06-12 00:00:00,2094.11
2015-06-15 00:00:00,2084.43
2015-06-16 00:00:00,2096.29
2015-06-17 00:00:00,2100.44
2015-06-18 00:00:00,2121.24
2015-06-19 00:00:00,2109.99
2015-06-22 00:00:00,2122.85
2015-06-23 00:00:00,2124.2
2015-06-24 00:00:00,2108.58
2015-06-25 00:00:00,2102.31
2015-06-26 00:00:00,2101.49
2015-06-29 00:00:00,2057.64
2015-06-30 00:00:00,2063.11
2015-07-01 00:00:00,2077.42
2015-07-02 00:00:00,2076.78
2015-07-03 00:00:00,.
2015-07-06 00:00:00,2068.76
2015-07-07 00:00:00,2081.34
2015-07-08 00:00:00,2046.68
2015-07-09 00:00:00,2051.31
2015-07-10 00:00:00,2076.62
2015-07-13 00:00:00,2099.6
2015-07-14 00:00:00,2108.95
2015-07-15 00:00:00,2107.4
2015-07-16 00:00:00,2124.29
2015-07-17 00:00:00,2126.64
2015-07-20 00:00:00,2128.28
2015-07-21 00:00:00,2119.21
2015-07-22 00:00:00,2114.15
2015-07-23 00:00:00,2102.15
2015-07-24 00:00:00,2079.65
2015-07-27 00:00:00,2067.64
2015-07-28 00:00:00,2093.25
2015-07-29 00:00:00,2108.57
2015-07-30 00:00:00,2108.63
2015-07-31 00:00:00,2103.84
2015-08-03 00:00:00,2098.04
2015-08-04 00:00:00,2093.32
2015-08-05 00:00:00,2099.84
2015-08-06 00:00:00,2083.56
2015-08-07 00:00:00,2077.57
2015-08-10 00:00:00,2104.18
2015-08-11 00:00:00,2084.07
2015-08-12 00:00:00,2086.05
2015-08-13 00:00:00,2083.39
2015-08-14 00:00:00,2091.54
2015-08-17 00:00:00,2102.44
2015-08-18 00:00:00,2096.92
2015-08-19 00:00:00,2079.61
2015-08-20 00:00:00,2035.73
2015-08-21 00:00:00,1970.89
2015-08-24 00:00:00,1893.21
2015-08-25 00:00:00,1867.61
2015-08-26 00:00:00,1940.51
2015-08-27 00:00:00,1987.66
2015-08-28 00:00:00,1988.87
2015-08-31 00:00:00,1972.18
2015-09-01 00:00:00,1913.85
2015-09-02 00:00:00,1948.86
2015-09-03 00:00:00,1951.13
2015-09-04 00:00:00,1921.22
2015-09-07 00:00:00,.
2015-09-08 00:00:00,1969.41
2015-09-09 00:00:00,1942.04
2015-09-10 00:00:00,1952.29
2015-09-11 00:00:00,1961.05
2015-09-14 00:00:00,1953.03
2015-09-15 00:00:00,1978.09
2015-09-16 00:00:00,1995.31
2015-09-17 00:00:00,1990.2
2015-09-18 00:00:00,1958.03
2015-09-21 00:00:00,1966.97
2015-09-22 00:00:00,1942.74
2015-09-23 00:00:00,1938.76
2015-09-24 00:00:00,1932.24
2015-09-25 00:00:00,1931.34
2015-09-28 00:00:00,1881.77
2015-09-29 00:00:00,1884.09
2015-09-30 00:00:00,1920.03
2015-10-01 00:00:00,1923.82
2015-10-02 00:00:00,1951.36
2015-10-05 00:00:00,1987.05
2015-10-06 00:00:00,1979.92
2015-10-07 00:00:00,1995.83
2015-10-08 00:00:00,2013.43
2015-10-09 00:00:00,2014.89
2015-10-12 00:00:00,2017.46
2015-10-13 00:00:00,2003.69
2015-10-14 00:00:00,1994.24
2015-10-15 00:00:00,2023.86
2015-10-16 00:00:00,2033.11
2015-10-19 00:00:00,2033.66
2015-10-20 00:00:00,2030.77
2015-10-21 00:00:00,2018.94
2015-10-22 00:00:00,2052.51
2015-10-23 00:00:00,2075.15
2015-10-26 00:00:00,2071.18
2015-10-27 00:00:00,2065.89
2015-10-28 00:00:00,2090.35
2015-10-29 00:00:00,2089.41
2015-10-30 00:00:00,2079.36
2015-11-02 00:00:00,2104.05
2015-11-03 00:00:00,2109.79
2015-11-04 00:00:00,2102.31
2015-11-05 00:00:00,2099.93
2015-11-06 00:00:00,2099.2
2015-11-09 00:00:00,2078.58
2015-11-10 00:00:00,2081.72
2015-11-11 00:00:00,2075
2015-11-12 00:00:00,2045.97
2015-11-13 00:00:00,2023.04
2015-11-16 00:00:00,2053.19
2015-11-17 00:00:00,2050.44
2015-11-18 00:00:00,2083.58
2015-11-19 00:00:00,2081.24
2015-11-20 00:00:00,2089.17
2015-11-23 00:00:00,2086.59
2015-11-24 00:00:00,2089.14
2015-11-25 00:00:00,2088.87
2015-11-26 00:00:00,.
2015-11-27 00:00:00,2090.11
2015-11-30 00:00:00,2080.41
2015-12-01 00:00:00,2102.63
2015-12-02 00:00:00,2079.51
2015-12-03 00:00:00,2049.62
2015-12-04 00:00:00,2091.69
2015-12-07 00:00:00,2077.07
2015-12-08 00:00:00,2063.59
2015-12-09 00:00:00,2047.62
2015-12-10 00:00:00,2052.23
2015-12-11 00:00:00,2012.37
2015-12-14 00:00:00,2021.94
2015-12-15 00:00:00,2043.41
2015-12-16 00:00:00,2073.07
2015-12-17 00:00:00,2041.89
2015-12-18 00:00:00,2005.55
2015-12-21 00:00:00,2021.15
2015-12-22 00:00:00,2038.97
2015-12-23 00:00:00,2064.29
2015-12-24 00:00:00,2060.99
2015-12-25 00:00:00,.
2015-12-28 00:00:00,2056.5
2015-12-29 00:00:00,2078.36
2015-12-30 00:00:00,2063.36
2015-12-31 00:00:00,2043.94
2016-01-01 00:00:00,.
2016-01-04 00:00:00,2012.66
2016-01-05 00:00:00,2016.71
2016-01-06 00:00:00,1990.26
2016-01-07 00:00:00,1943.09
2016-01-08 00:00:00,1922.03
2016-01-11 00:00:00,1923.67
2016-01-12 00:00:00,1938.68
2016-01-13 00:00:00,1890.28
2016-01-14 00:00:00,1921.84
2016-01-15 00:00:00,1880.33
2016-01-18 00:00:00,.
2016-01-19 00:00:00,1881.33
2016-01-20 00:00:00,1859.33
2016-01-21 00:00:00,1868.99
2016-01-22 00:00:00,1906.9
2016-01-25 00:00:00,1877.08
2016-01-26 00:00:00,1903.63
2016-01-27 00:00:00,1882.95
2016-01-28 00:00:00,1893.36
2016-01-29 00:00:00,1940.24
2016-02-01 00:00:00,1939.38
2016-02-02 00:00:00,1903.03
2016-02-03 00:00:00,1912.53
2016-02-04 00:00:00,1915.45
2016-02-05 00:00:00,1880.05
2016-02-08 00:00:00,1853.44
2016-02-09 00:00:00,1852.21
2016-02-10 00:00:00,1851.86
2016-02-11 00:00:00,1829.08
2016-02-12 00:00:00,1864.78
2016-02-15 00:00:00,.
2016-02-16 00:00:00,1895.58
2016-02-17 00:00:00,1926.82
2016-02-18 00:00:00,1917.83
2016-02-19 00:00:00,1917.78
2016-02-22 00:00:00,1945.5
2016-02-23 00:00:00,1921.27
2016-02-24 00:00:00,1929.8
2016-02-25 00:00:00,1951.7
2016-02-26 00:00:00,1948.05
2016-02-29 00:00:00,1932.23
2016-03-01 00:00:00,1978.35
2016-03-02 00:00:00,1986.45
2016-03-03 00:00:00,1993.4
2016-03-04 00:00:00,1999.99
2016-03-07 00:00:00,2001.76
2016-03-08 00:00:00,1979.26
2016-03-09 00:00:00,1989.26
2016-03-10 00:00:00,1989.57
2016-03-11 00:00:00,2022.19
2016-03-14 00:00:00,2019.64
2016-03-15 00:00:00,2015.93
2016-03-16 00:00:00,2027.22
2016-03-17 00:00:00,2040.59
2016-03-18 00:00:00,2049.58
2016-03-21 00:00:00,2051.6
2016-03-22 00:00:00,2049.8
2016-03-23 00:00:00,2036.71
2016-03-24 00:00:00,2035.94
2016-03-25 00:00:00,.
2016-03-28 00:00:00,2037.05
2016-03-29 00:00:00,2055.01
2016-03-30 00:00:00,2063.95
2016-03-31 00:00:00,2059.74
2016-04-01 00:00:00,2072.78
2016-04-04 00:00:00,2066.13
2016-04-05 00:00:00,2045.17
2016-04-06 00:00:00,2066.66
2016-04-07 00:00:00,2041.91
2016-04-08 00:00:00,2047.6
2016-04-11 00:00:00,2041.99
2016-04-12 00:00:00,2061.72
2016-04-13 00:00:00,2082.42
2016-04-14 00:00:00,2082.78
2016-04-15 00:00:00,2080.73
2016-04-18 00:00:00,2094.34
2016-04-19 00:00:00,2100.8
2016-04-20 00:00:00,2102.4
2016-04-21 00:00:00,2091.48
2016-04-22 00:00:00,2091.58
2016-04-25 00:00:00,2087.79
2016-04-26 00:00:00,2091.7
2016-04-27 00:00:00,2095.15
2016-04-28 00:00:00,2075.81
2016-04-29 00:00:00,2065.3
2016-05-02 00:00:00,2081.43
2016-05-03 00:00:00,2063.37
2016-05-04 00:00:00,2051.12
2016-05-05 00:00:00,2050.63
2016-05-06 00:00:00,2057.14
2016-05-09 00:00:00,2058.69
2016-05-10 00:00:00,2084.39
2016-05-11 00:00:00,2064.46
2016-05-12 00:00:00,2064.11
2016-05-13 00:00:00,2046.61
2016-05-16 00:00:00,2066.66
2016-05-17 00:00:00,2047.21
2016-05-18 00:00:00,2047.63
2016-05-19 00:00:00,2040.04
2016-05-20 00:00:00,2052.32
2016-05-23 00:00:00,2048.04
2016-05-24 00:00:00,2076.06
2016-05-25 00:00:00,2090.54
2016-05-26 00:00:00,2090.1
2016-05-27 00:00:00,2099.06
2016-05-30 00:00:00,.
2016-05-31 00:00:00,2096.96
2016-06-01 00:00:00,2099.33
2016-06-02 00:00:00,2105.26
2016-06-03 00:00:00,2099.13
2016-06-06 00:00:00,2109.41
2016-06-07 00:00:00,2112.13
2016-06-08 00:00:00,2119.12
2016-06-09 00:00:00,2115.48
2016-06-10 00:00:00,2096.07
2016-06-13 00:00:00,2079.06
2016-06-14 00:00:00,2075.32
2016-06-15 00:00:00,2071.5
2016-06-16 00:00:00,2077.99
2016-06-17 00:00:00,2071.22
2016-06-20 00:00:00,2083.25
2016-06-21 00:00:00,2088.9
2016-06-22 00:00:00,2085.45
2016-06-23 00:00:00,2113.32
2016-06-24 00:00:00,2037.41
2016-06-27 00:00:00,2000.54
2016-06-28 00:00:00,2036.09
2016-06-29 00:00:00,2070.77
2016-06-30 00:00:00,2098.86
2016-07-01 00:00:00,2102.95
2016-07-04 00:00:00,.
2016-07-05 00:00:00,2088.55
2016-07-06 00:00:00,2099.73
2016-07-07 00:00:00,2097.9
2016-07-08 00:00:00,2129.9
2016-07-11 00:00:00,2137.16
2016-07-12 00:00:00,2152.14
2016-07-13 00:00:00,2152.43
2016-07-14 00:00:00,2163.75
2016-07-15 00:00:00,2161.74
2016-07-18 00:00:00,2166.89
2016-07-19 00:00:00,2163.78
2016-07-20 00:00:00,2173.02
2016-07-21 00:00:00,2165.17
2016-07-22 00:00:00,2175.03
2016-07-25 00:00:00,2168.48
2016-07-26 00:00:00,2169.18
2016-07-27 00:00:00,2166.58
2016-07-28 00:00:00,2170.06
2016-07-29 00:00:00,2173.6
2016-08-01 00:00:00,2170.84
2016-08-02 00:00:00,2157.03
2016-08-03 00:00:00,2163.79
2016-08-04 00:00:00,2164.25
2016-08-05 00:00:00,2182.87
2016-08-08 00:00:00,2180.89
2016-08-09 00:00:00,2181.74
2016-08-10 00:00:00,2175.49
2016-08-11 00:00:00,2185.79
2016-08-12 00:00:00,2184.05
2016-08-15 00:00:00,2190.15
2016-08-16 00:00:00,2178.15
2016-08-17 00:00:00,2182.22
2016-08-18 00:00:00,2187.02
2016-08-19 00:00:00,2183.87
2016-08-22 00:00:00,2182.64
2016-08-23 00:00:00,2186.9
2016-08-24 00:00:00,2175.44
2016-08-25 00:00:00,2172.47
2016-08-26 00:00:00,2169.04
2016-08-29 00:00:00,2180.38
2016-08-30 00:00:00,2176.12
2016-08-31 00:00:00,2170.95
2016-09-01 00:00:00,2170.86
2016-09-02 00:00:00,2179.98
2016-09-05 00:00:00,.
2016-09-06 00:00:00,2186.48
2016-09-07 00:00:00,2186.16
2016-09-08 00:00:00,2181.3
2016-09-09 00:00:00,2127.81
2016-09-12 00:00:00,2159.04
2016-09-13 00:00:00,2127.02
2016-09-14 00:00:00,2125.77
2016-09-15 00:00:00,2147.26
2016-09-16 00:00:00,2139.16
2016-09-19 00:00:00,2139.12
2016-09-20 00:00:00,2139.76
2016-09-21 00:00:00,2163.12
2016-09-22 00:00:00,2177.18
2016-09-23 00:00:00,2164.69
2016-09-26 00:00:00,2146.1
2016-09-27 00:00:00,2159.93
2016-09-28 00:00:00,2171.37
2016-09-29 00:00:00,2151.13
2016-09-30 00:00:00,2168.27
2016-10-03 00:00:00,2161.2
2016-10-04 00:00:00,2150.49
2016-10-05 00:00:00,2159.73
2016-10-06 00:00:00,2160.77
2016-10-07 00:00:00,2153.74
2016-10-10 00:00:00,2163.66
2016-10-11 00:00:00,2136.73
2016-10-12 00:00:00,2139.18
2016-10-13 00:00:00,2132.55
2016-10-14 00:00:00,2132.98
2016-10-17 00:00:00,2126.5
2016-10-18 00:00:00,2139.6
2016-10-19 00:00:00,2144.29
2016-10-20 00:00:00,2141.34
2016-10-21 00:00:00,2141.16
2016-10-24 00:00:00,2151.33
2016-10-25 00:00:00,2143.16
2016-10-26 00:00:00,2139.43
2016-10-27 00:00:00,2133.04
2016-10-28 00:00:00,2126.41
2016-10-31 00:00:00,2126.15
2016-11-01 00:00:00,2111.72
2016-11-02 00:00:00,2097.94
2016-11-03 00:00:00,2088.66
2016-11-04 00:00:00,2085.18
2016-11-07 00:00:00,2131.52
2016-11-08 00:00:00,2139.56
2016-11-09 00:00:00,2163.26
2016-11-10 00:00:00,2167.48
2016-11-11 00:00:00,2164.45
2016-11-14 00:00:00,2164.2
2016-11-15 00:00:00,2180.39
2016-11-16 00:00:00,2176.94
2016-11-17 00:00:00,2187.12
2016-11-18 00:00:00,2181.9
2016-11-21 00:00:00,2198.18
2016-11-22 00:00:00,2202.94
2016-11-23 00:00:00,2204.72
2016-11-24 00:00:00,.
2016-11-25 00:00:00,2213.35
2016-11-28 00:00:00,2201.72
2016-11-29 00:00:00,2204.66
2016-11-30 00:00:00,2198.81
2016-12-01 00:00:00,2191.08
2016-12-02 00:00:00,2191.95
2016-12-05 00:00:00,2204.71
2016-12-06 00:00:00,2212.23
2016-12-07 00:00:00,2241.35
2016-12-08 00:00:00,2246.19
2016-12-09 00:00:00,2259.53
2016-12-12 00:00:00,2256.96
2016-12-13 00:00:00,2271.72
2016-12-14 00:00:00,2253.28
2016-12-15 00:00:00,2262.03
2016-12-16 00:00:00,2258.07
2016-12-19 00:00:00,2262.53
2016-12-20 00:00:00,2270.76
2016-12-21 00:00:00,2265.18
2016-12-22 00:00:00,2260.96
2016-12-23 00:00:00,2263.79
2016-12-26 00:00:00,.
2016-12-27 00:00:00,2268.88
2016-12-28 00:00:00,2249.92
2016-12-29 00:00:00,2249.26
2016-12-30 00:00:00,2238.83
2017-01-02 00:00:00,.
2017-01-03 00:00:00,2257.83
2017-01-04 00:00:00,2270.75
2017-01-05 00:00:00,2269
2017-01-06 00:00:00,2276.98
2017-01-09 00:00:00,2268.9
2017-01-10 00:00:00,2268.9
2017-01-11 00:00:00,2275.32
2017-01-12 00:00:00,2270.44
2017-01-13 00:00:00,2274.64
2017-01-16 00:00:00,.
2017-01-17 00:00:00,2267.89
2017-01-18 00:00:00,2271.89
2017-01-19 00:00:00,2263.69
2017-01-20 00:00:00,2271.31
2017-01-23 00:00:00,2265.2
2017-01-24 00:00:00,2280.07
2017-01-25 00:00:00,2298.37
2017-01-26 00:00:00,2296.68
2017-01-27 00:00:00,2294.69
2017-01-30 00:00:00,2280.9
2017-01-31 00:00:00,2278.87
2017-02-01 00:00:00,2279.55
2017-02-02 00:00:00,2280.85
2017-02-03 00:00:00,2297.42
2017-02-06 00:00:00,2292.56
2017-02-07 00:00:00,2293.08
2017-02-08 00:00:00,2294.67
2017-02-09 00:00:00,2307.87
2017-02-10 00:00:00,2316.1
2017-02-13 00:00:00,2328.25
2017-02-14 00:00:00,2337.58
2017-02-15 00:00:00,2349.25
2017-02-16 00:00:00,2347.22
2017-02-17 00:00:00,2351.16
2017-02-20 00:00:00,.
2017-02-21 00:00:00,2365.38
2017-02-22 00:00:00,2362.82
2017-02-23 00:00:00,2363.81
2017-02-24 00:00:00,2367.34
2017-02-27 00:00:00,2369.75
2017-02-28 00:00:00,2363.64
2017-03-01 00:00:00,2395.96
2017-03-02 00:00:00,2381.92
2017-03-03 00:00:00,2383.12
2017-03-06 00:00:00,2375.31
2017-03-07 00:00:00,2368.39
2017-03-08 00:00:00,2362.98
2017-03-09 00:00:00,2364.87
2017-03-10 00:00:00,2372.6
2017-03-13 00:00:00,2373.47
2017-03-14 00:00:00,2365.45
2017-03-15 00:00:00,2385.26
2017-03-16 00:00:00,2381.38
2017-03-17 00:00:00,2378.25
2017-03-20 00:00:00,2373.47
2017-03-21 00:00:00,2344.02
2017-03-22 00:00:00,2348.45
2017-03-23 00:00:00,2345.96
2017-03-24 00:00:00,2343.98
2017-03-27 00:00:00,2341.59
2017-03-28 00:00:00,2358.57
2017-03-29 00:00:00,2361.13
2017-03-30 00:00:00,2368.06
2017-03-31 00:00:00,2362.72
2017-04-03 00:00:00,2358.84
2017-04-04 00:00:00,2360.16
2017-04-05 00:00:00,2352.95
2017-04-06 00:00:00,2357.49
2017-04-07 00:00:00,2355.54
2017-04-10 00:00:00,2357.16
2017-04-11 00:00:00,2353.78
2017-04-12 00:00:00,2344.93
2017-04-13 00:00:00,2328.95
2017-04-14 00:00:00,.
2017-04-17 00:00:00,2349.01
2017-04-18 00:00:00,2342.19
2017-04-19 00:00:00,2338.17
2017-04-20 00:00:00,2355.84
2017-04-21 00:00:00,2348.69
2017-04-24 00:00:00,2374.15
2017-04-25 00:00:00,2388.61
2017-04-26 00:00:00,2387.45
2017-04-27 00:00:00,2388.77
2017-04-28 00:00:00,2384.2
2017-05-01 00:00:00,2388.33
2017-05-02 00:00:00,2391.17
2017-05-03 00:00:00,2388.13
2017-05-04 00:00:00,2389.52
2017-05-05 00:00:00,2399.29
2017-05-08 00:00:00,2399.38
2017-05-09 00:00:00,2396.92
2017-05-10 00:00:00,2399.63
2017-05-11 00:00:00,2394.44
2017-05-12 00:00:00,2390.9
2017-05-15 00:00:00,2402.32
2017-05-16 00:00:00,2400.67
2017-05-17 00:00:00,2357.03
2017-05-18 00:00:00,2365.72
2017-05-19 00:00:00,2381.73
2017-05-22 00:00:00,2394.02
2017-05-23 00:00:00,2398.42
2017-05-24 00:00:00,2404.39
2017-05-25 00:00:00,2415.07
2017-05-26 00:00:00,2415.82
2017-05-29 00:00:00,.
2017-05-30 00:00:00,2412.91
2017-05-31 00:00:00,2411.8
2017-06-01 00:00:00,2430.06
2017-06-02 00:00:00,2439.07
2017-06-05 00:00:00,2436.1
2017-06-06 00:00:00,2429.33
2017-06-07 00:00:00,2433.14
2017-06-08 00:00:00,2433.79
2017-06-09 00:00:00,2431.77
2017-06-12 00:00:00,2429.39
2017-06-13 00:00:00,2440.35
2017-06-14 00:00:00,2437.92
2017-06-15 00:00:00,2432.46
2017-06-16 00:00:00,2433.15
2017-06-19 00:00:00,2453.46
2017-06-20 00:00:00,2437.03
2017-06-21 00:00:00,2435.61
2017-06-22 00:00:00,2434.5
2017-06-23 00:00:00,2438.3
2017-06-26 00:00:00,2439.07
2017-06-27 00:00:00,2419.38
2017-06-28 00:00:00,2440.69
2017-06-29 00:00:00,2419.7
2017-06-30 00:00:00,2423.41
2017-07-03 00:00:00,2429.01
2017-07-04 00:00:00,.
2017-07-05 00:00:00,2432.54
2017-07-06 00:00:00,2409.75
2017-07-07 00:00:00,2425.18
2017-07-10 00:00:00,2427.43
2017-07-11 00:00:00,2425.53
2017-07-12 00:00:00,2443.25
2017-07-13 00:00:00,2447.83
2017-07-14 00:00:00,2459.27
2017-07-17 00:00:00,2459.14
2017-07-18 00:00:00,2460.61
2017-07-19 00:00:00,2473.83
2017-07-20 00:00:00,2473.45
2017-07-21 00:00:00,2472.54
2017-07-24 00:00:00,2469.91
2017-07-25 00:00:00,2477.13
2017-07-26 00:00:00,2477.83
2017-07-27 00:00:00,2475.42
2017-07-28 00:00:00,2472.1
2017-07-31 00:00:00,2470.3
2017-08-01 00:00:00,2476.35
2017-08-02 00:00:00,2477.57
2017-08-03 00:00:00,2472.16
2017-08-04 00:00:00,2476.83
2017-08-07 00:00:00,2480.91
2017-08-08 00:00:00,2474.92
2017-08-09 00:00:00,2474.02
2017-08-10 00:00:00,2438.21
2017-08-11 00:00:00,2441.32
2017-08-14 00:00:00,2465.84
2017-08-15 00:00:00,2464.61
2017-08-16 00:00:00,2468.11
2017-08-17 00:00:00,2430.01
2017-08-18 00:00:00,2425.55
2017-08-21 00:00:00,2428.37
2017-08-22 00:00:00,2452.51
2017-08-23 00:00:00,2444.04
2017-08-24 00:00:00,2438.97
2017-08-25 00:00:00,2443.05
2017-08-28 00:00:00,2444.24
2017-08-29 00:00:00,2446.3
2017-08-30 00:00:00,2457.59
2017-08-31 00:00:00,2471.65
2017-09-01 00:00:00,2476.55
2017-09-04 00:00:00,.
2017-09-05 00:00:00,2457.85
2017-09-06 00:00:00,2465.54
2017-09-07 00:00:00,2465.1
2017-09-08 00:00:00,2461.43
2017-09-11 00:00:00,2488.11
2017-09-12 00:00:00,2496.48
2017-09-13 00:00:00,2498.37
