DATE,NASDAQCOM
2016-12-05 00:00:00,5308.89
2016-12-06 00:00:00,5333
2016-12-07 00:00:00,5393.76
2016-12-08 00:00:00,5417.36
2016-12-09 00:00:00,5444.5
2016-12-12 00:00:00,5412.54
2016-12-13 00:00:00,5463.83
2016-12-14 00:00:00,5436.67
2016-12-15 00:00:00,5456.85
2016-12-16 00:00:00,5437.16
2016-12-19 00:00:00,5457.44
2016-12-20 00:00:00,5483.94
2016-12-21 00:00:00,5471.43
2016-12-22 00:00:00,5447.42
2016-12-23 00:00:00,5462.69
2016-12-26 00:00:00,.
2016-12-27 00:00:00,5487.44
2016-12-28 00:00:00,5438.56
2016-12-29 00:00:00,5432.09
2016-12-30 00:00:00,5383.12
2017-01-02 00:00:00,.
2017-01-03 00:00:00,5429.08
2017-01-04 00:00:00,5477
2017-01-05 00:00:00,5487.94
2017-01-06 00:00:00,5521.06
2017-01-09 00:00:00,5531.82
2017-01-10 00:00:00,5551.82
2017-01-11 00:00:00,5563.65
2017-01-12 00:00:00,5547.49
2017-01-13 00:00:00,5574.12
2017-01-16 00:00:00,.
2017-01-17 00:00:00,5538.73
2017-01-18 00:00:00,5555.65
2017-01-19 00:00:00,5540.08
2017-01-20 00:00:00,5555.33
2017-01-23 00:00:00,5552.94
2017-01-24 00:00:00,5600.96
2017-01-25 00:00:00,5656.34
2017-01-26 00:00:00,5655.18
2017-01-27 00:00:00,5660.78
2017-01-30 00:00:00,5613.71
2017-01-31 00:00:00,5614.79
2017-02-01 00:00:00,5642.65
2017-02-02 00:00:00,5636.2
2017-02-03 00:00:00,5666.77
2017-02-06 00:00:00,5663.55
2017-02-07 00:00:00,5674.22
2017-02-08 00:00:00,5682.45
2017-02-09 00:00:00,5715.18
2017-02-10 00:00:00,5734.13
2017-02-13 00:00:00,5763.96
2017-02-14 00:00:00,5782.57
2017-02-15 00:00:00,5819.44
2017-02-16 00:00:00,5814.9
2017-02-17 00:00:00,5838.58
2017-02-20 00:00:00,.
2017-02-21 00:00:00,5865.95
2017-02-22 00:00:00,5860.63
2017-02-23 00:00:00,5835.51
2017-02-24 00:00:00,5845.31
2017-02-27 00:00:00,5861.9
2017-02-28 00:00:00,5825.44
2017-03-01 00:00:00,5904.03
2017-03-02 00:00:00,5861.22
2017-03-03 00:00:00,5870.75
2017-03-06 00:00:00,5849.17
2017-03-07 00:00:00,5833.93
2017-03-08 00:00:00,5837.55
2017-03-09 00:00:00,5838.81
2017-03-10 00:00:00,5861.73
2017-03-13 00:00:00,5875.78
2017-03-14 00:00:00,5856.82
2017-03-15 00:00:00,5900.05
2017-03-16 00:00:00,5900.76
2017-03-17 00:00:00,5901
2017-03-20 00:00:00,5901.53
2017-03-21 00:00:00,5793.83
2017-03-22 00:00:00,5821.64
2017-03-23 00:00:00,5817.69
2017-03-24 00:00:00,5828.74
2017-03-27 00:00:00,5840.37
2017-03-28 00:00:00,5875.14
2017-03-29 00:00:00,5897.55
2017-03-30 00:00:00,5914.34
2017-03-31 00:00:00,5911.74
2017-04-03 00:00:00,5894.68
2017-04-04 00:00:00,5898.61
2017-04-05 00:00:00,5864.48
2017-04-06 00:00:00,5878.95
2017-04-07 00:00:00,5877.81
2017-04-10 00:00:00,5880.93
2017-04-11 00:00:00,5866.77
2017-04-12 00:00:00,5836.16
2017-04-13 00:00:00,5805.15
2017-04-14 00:00:00,.
2017-04-17 00:00:00,5856.79
2017-04-18 00:00:00,5849.47
2017-04-19 00:00:00,5863.03
2017-04-20 00:00:00,5916.78
2017-04-21 00:00:00,5910.52
2017-04-24 00:00:00,5983.82
2017-04-25 00:00:00,6025.49
2017-04-26 00:00:00,6025.23
2017-04-27 00:00:00,6048.94
2017-04-28 00:00:00,6047.61
2017-05-01 00:00:00,6091.6
2017-05-02 00:00:00,6095.37
2017-05-03 00:00:00,6072.55
2017-05-04 00:00:00,6075.34
2017-05-05 00:00:00,6100.76
2017-05-08 00:00:00,6102.66
2017-05-09 00:00:00,6120.59
2017-05-10 00:00:00,6129.14
2017-05-11 00:00:00,6115.96
2017-05-12 00:00:00,6121.23
2017-05-15 00:00:00,6149.67
2017-05-16 00:00:00,6169.87
2017-05-17 00:00:00,6011.24
2017-05-18 00:00:00,6055.13
2017-05-19 00:00:00,6083.7
2017-05-22 00:00:00,6133.62
2017-05-23 00:00:00,6138.71
2017-05-24 00:00:00,6163.02
2017-05-25 00:00:00,6205.26
2017-05-26 00:00:00,6210.19
2017-05-29 00:00:00,.
2017-05-30 00:00:00,6203.19
2017-05-31 00:00:00,6198.52
2017-06-01 00:00:00,6246.83
2017-06-02 00:00:00,6305.8
2017-06-05 00:00:00,6295.68
2017-06-06 00:00:00,6275.06
2017-06-07 00:00:00,6297.38
2017-06-08 00:00:00,6321.76
2017-06-09 00:00:00,6207.92
2017-06-12 00:00:00,6175.46
2017-06-13 00:00:00,6220.37
2017-06-14 00:00:00,6194.89
2017-06-15 00:00:00,6165.5
2017-06-16 00:00:00,6151.76
2017-06-19 00:00:00,6239.01
2017-06-20 00:00:00,6188.03
2017-06-21 00:00:00,6233.95
2017-06-22 00:00:00,6236.69
2017-06-23 00:00:00,6265.25
2017-06-26 00:00:00,6247.15
2017-06-27 00:00:00,6146.62
2017-06-28 00:00:00,6234.41
2017-06-29 00:00:00,6144.35
2017-06-30 00:00:00,6140.42
2017-07-03 00:00:00,6110.06
2017-07-04 00:00:00,.
2017-07-05 00:00:00,6150.86
2017-07-06 00:00:00,6089.46
2017-07-07 00:00:00,6153.08
2017-07-10 00:00:00,6176.39
2017-07-11 00:00:00,6193.3
2017-07-12 00:00:00,6261.17
2017-07-13 00:00:00,6274.44
2017-07-14 00:00:00,6312.47
2017-07-17 00:00:00,6314.43
2017-07-18 00:00:00,6344.31
2017-07-19 00:00:00,6385.04
2017-07-20 00:00:00,6390
2017-07-21 00:00:00,6387.75
2017-07-24 00:00:00,6410.81
2017-07-25 00:00:00,6412.17
2017-07-26 00:00:00,6422.75
2017-07-27 00:00:00,6382.19
2017-07-28 00:00:00,6374.68
2017-07-31 00:00:00,6348.12
2017-08-01 00:00:00,6362.94
2017-08-02 00:00:00,6362.65
2017-08-03 00:00:00,6340.34
2017-08-04 00:00:00,6351.56
2017-08-07 00:00:00,6383.77
2017-08-08 00:00:00,6370.46
2017-08-09 00:00:00,6352.33
2017-08-10 00:00:00,6216.87
2017-08-11 00:00:00,6256.56
2017-08-14 00:00:00,6340.23
2017-08-15 00:00:00,6333.01
2017-08-16 00:00:00,6345.11
2017-08-17 00:00:00,6221.91
2017-08-18 00:00:00,6216.53
2017-08-21 00:00:00,6213.13
2017-08-22 00:00:00,6297.48
2017-08-23 00:00:00,6278.41
2017-08-24 00:00:00,6271.33
2017-08-25 00:00:00,6265.64
2017-08-28 00:00:00,6283.02
2017-08-29 00:00:00,6301.89
2017-08-30 00:00:00,6368.31
2017-08-31 00:00:00,6428.66
2017-09-01 00:00:00,6435.33
2017-09-04 00:00:00,.
2017-09-05 00:00:00,6375.57
2017-09-06 00:00:00,6393.31
2017-09-07 00:00:00,6397.87
2017-09-08 00:00:00,6360.19
2017-09-11 00:00:00,6432.26
2017-09-12 00:00:00,6454.28
2017-09-13 00:00:00,6460.19
